,business_id,name,address,city,state,postal_code,latitude,longitude,stars_x,review_count,is_open,attributes,categories,hours,county,Unnamed: 0,review_id,user_id,stars_y,useful,funny,cool,text,date
211,MUeUyqhMja-nnmvgP4rBBg,Saratoga Resort Villas,4787 W Irlo Bronson Hwy,Kissimmee,Florida,34746,28.330255,-81.469464,3.5,55,0,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","Hotels, Vacation Rentals, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Osceola,224128.0,jtDeWf81kWCXCW-ccOW7GA,sfHmOMEIgVroojQnhD1d4Q,3.0,1.0,0.0,0.0,"If I can write a review for the restaurant, it will be 1 star. I can understand rarely anyone come to the restaurant, but it's way too bad. The shrimp is cold and the steak is raw (I ordered medium-well). And there is no taste at all... 
Anyway, the resort is good, room is neat and clean. But maid server is a little rude.",2015-01-09 00:29:12
212,MUeUyqhMja-nnmvgP4rBBg,Saratoga Resort Villas,4787 W Irlo Bronson Hwy,Kissimmee,Florida,34746,28.330255,-81.469464,3.5,55,0,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","Hotels, Vacation Rentals, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Osceola,237695.0,MupMjuGHSHObgi8J56LahQ,l_j1Cn4pQJPg0SgSRy0c5w,1.0,0.0,0.0,0.0,"Great villa in a great location, but this place was filthy.  There is a tile floor, kitchen, living room and bathroom downstairs.  The layout was great, but we were sure to wear our shoes downstairs.  When we came in, the floor was dirty.  I'm not going go go into detail about the downstairs toilet, but suffice it to say whoever used it last was not feeling well and the mess was in the bowl and on the seat.  The floor was covered with hair and brown dirt.  We called and they came by to clean it up, but in the end you could still see the dirt on the downstairs floor.  The difference was that after the cleaning our feet seemed to stick to the floor.  It was completely gross.  I think all they did was smear the dirt around a little.  The upstairs wasn't much better.  Carpets are stained and full of other people's hair and filth.

I gave them a chance to fix this, but they did a half hearted job so I'm assuming this is their cleaning standard.  There are a lot of kids staying here and it would be the perfect place for them if it were clean.  I wouldn't recommend this place and if you have kids I would certainly avoid it.  I hate to think of kids playing on these floors that are filthy with who knows what.",2016-02-18 02:06:10
213,MUeUyqhMja-nnmvgP4rBBg,Saratoga Resort Villas,4787 W Irlo Bronson Hwy,Kissimmee,Florida,34746,28.330255,-81.469464,3.5,55,0,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","Hotels, Vacation Rentals, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Osceola,260672.0,uQfCHTBdP656cxZM0nTdGQ,BvIIvQqPJ2cKC8eaSxOFpw,4.0,4.0,0.0,2.0,"Let's be honest: we all know that when I travel, I don't often do hotels. I find them too spacious, too open, and definitely too expensive for my solo traveler budget. Instead, I usually opt for Airbnb rentals because they afford me more freedom and local insight, and less pain on my already-stretched checking account.

I arrived in the politely festive lobby of the Best Western Premier after a rough three days: I had been up at the crack of dawn to tour NASA, sat around in the cold Florida dawn light to watch a 'scrubbed' launch, and finally watched Orion take flight. I had been up at what my body considered prime sleeping time (between 1:00am and 3:00am Seattle time) for three mornings in a row, and done a fair amount of other fun stuff too!  All I really wanted was sleep, but heck, with a quaint lobby like this, who was I to turn down the opportunity for a great interior panorama?

The ladies at the front desk were prompt and helpful; they checked me in, acquainted me with the property via a map, and called my contact in the marketing office to come over and say hello. I gratefully collapsed into a big lounge chair with a glass of water for a quick chat before heading off to my villa. My. Villa.

I've stayed in hotel rooms and I've stayed in suites, but nothing compares to the space you get with a villa. It's basically like having your own townhouse, and you don't even have to clean it after you leave! My two-bedroom king loft villa was immaculate; I wistfully eyed the ground-floor bedroom before taking some photos, and retrieving my belongings from the rental car. I climbed the stairs to the loft, weary, and proceeded to climb straight into bed for a nap.

Waking up an alarmingly short time later, I made my way to the lobby restaurant to try and find  dinner. Over salad and delicious fresh-made pizza, I chatted with the lady bartender and a fellow guest. The restaurant was empty otherwise, so we both sat at the bar. I would imagine, being family focused, most dinners are quiet affairs since families are dining out and about; breakfast on the other hand, is probably a flurry of pre-park fueling.

I returned to my room, re-packed my bags, snuggled back into bed and eventually slipped into a blissful sleep. The bed was barely disturbed when I climbed out in the morning-in part because of my deep sleep, but also because I simply can't take up an entire king-size bed, no matter how hard I try. I showered, packed the car, grabbed a few slices of left-over pizza, and went to explore the rest of the grounds.

One of my favorite things discovered during my morning walk was the beautiful way in which this property has taken advantage of the local ecosystem-while I have no doubt that the lakes which take up major interior portions of the grounds were re-shaped by humans, they allow one to feel the sense of being near the swamps and everglades. Signs on the walkways warn about not feeding alligators, and beautiful flowers bloom on freshly-watered bushes. The morning sun was weak and winter-like, but the temperature was comfortable, and being among the trees was refreshing.

Other things I really appreciated about the Best Western Premier Saratoga Resort Villas:

- The play-park just across the street from my villa which is part of the grounds. This is perfect for families with children who don't get completely exhausted by Disney and Universal Studios.
- The pool and hot tub, which are also handicap accessible. Great detail there, and I'm sure the pool is well-loved during Florida summers.
- The kitchen setup which includes a sponge and dish soap. Too many places I've stayed remember one but not the other. Both are necessary for surviving long stays in a vacation space.",2014-12-24 18:32:10
214,MUeUyqhMja-nnmvgP4rBBg,Saratoga Resort Villas,4787 W Irlo Bronson Hwy,Kissimmee,Florida,34746,28.330255,-81.469464,3.5,55,0,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","Hotels, Vacation Rentals, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Osceola,286660.0,x0n7RpkZqZ-Lly7kWQyODQ,2zITmXC3z61WWcefiYUw8A,1.0,1.0,0.0,1.0,"Do yourself a favor and keep looking.....

This place is terrible in many ways...  really too many to list in a review.  Basically it's an old run down hotel and I can only guess that it doesn't attract anyone with descent management skills.  

Just understand you will notice smells, eye sores, and incompetency all over the place.  Move on....

Also, be sure to manage your things and keep them locked up and double check your room before leaving...  or you can say bye bye to them....",2018-03-20 20:33:15
215,MUeUyqhMja-nnmvgP4rBBg,Saratoga Resort Villas,4787 W Irlo Bronson Hwy,Kissimmee,Florida,34746,28.330255,-81.469464,3.5,55,0,"{'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True'}","Hotels, Vacation Rentals, Hotels & Travel, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",Osceola,299563.0,-Bgm1nDXwrDYjIAe3FbJsg,LI9YCPo70rq5gcqBQidbcQ,3.0,0.0,0.0,0.0,"the villas are bigger than I thought they would be, although my dog was scared of the hallway leading to the living area. 
ceiling fans in the rooms and a nice small patio area. 
not a whole lot of room for dogs to do their business, but the grounds are nice. 
the pool was a little crowded and small but nice and warm, almost too warm. kinda wish the kid pool was separate, lots of splashing.

also VERY loud neighbors who were stomping all night for some reason.",2014-08-03 01:58:23
216,dmbbf3AqeG61_QHRZi1M1w,RaceTrac,350 W Sand Lake Rd,Pine Castle,Florida,32809,28.4503025,-81.3805873,3.5,5,1,"{'BikeParking': 'False', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'True'}","Automotive, American (Traditional), Gas Stations, Restaurants, Food, Beer, Wine & Spirits",,Orange,92149.0,kbdSsU9STD1ai9w2uC2ifw,pxB64-9gMZIwbuf-r6abmg,5.0,0.0,0.0,0.0,"Free WiFi. Extremely friendly staff. Clean and well-maintained. The team was actively keeping all of the store clean. I ate lunch there and noticed that they always had someone either mopping or, cleaning and stocking the fresh food and drink areas.",2015-06-11 17:27:13
217,ynTjh_FdhbG5hY69HsEoaA,Cascade Restaurant,"Hyatt Regency Grand Cypress, 1 Grand Cypress Blvd",Orlando,Florida,32836,28.3819454,-81.510327,3.5,18,0,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}"", 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True'}","Hotels, American (Traditional), Restaurants, Event Planning & Services, Hotels & Travel","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",Orange,67708.0,BLd43Fj-j49dOB4BMnKNOw,xqt3vBcfVp6LARxRsJcRog,4.0,2.0,3.0,1.0,"Excellent food and great service. 

Had the halibut, which was soft as butter! And a healthy side of spinach and Kale. Pleasantly surprised as dining options at the hotel are limited.",2014-03-17 04:33:36
218,ynTjh_FdhbG5hY69HsEoaA,Cascade Restaurant,"Hyatt Regency Grand Cypress, 1 Grand Cypress Blvd",Orlando,Florida,32836,28.3819454,-81.510327,3.5,18,0,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}"", 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True'}","Hotels, American (Traditional), Restaurants, Event Planning & Services, Hotels & Travel","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",Orange,89389.0,fsL9Ve8UZnHDsadchPhLGg,gCegJa3EVpDJWJHXdWqV3w,4.0,0.0,0.0,0.0,"We were not staying at the Hyatt, and just decided to eat at this restaurant for something different.  We were not disappointed.  The restaurant is large and we would consider it to be a fine dining experience.  Our server, Beverly, was lovely and attentive to our table needs.  The entire staff served us well for dinner.

Getting into the Hyatt requires stopping at the guard house, and getting over to either the valet parking or the self parking lot, which is what we did.  Even self parking has a fee, which was waived by the restaurant host when we presented ourselves for a table.  He stamped the parking ticket for validation.

The food was good and portions were ample.  We especially enjoyed the table bread which was fresh out of the oven.  Our meals were properly served and delicious.  We felt like we were dining in luxury.  And we were!  This is certainly not a bargain restaurant, and more like an experience.  With 2 cocktails, 3 salads, and 3 entrees, the total with tax was $125.  We would consider returning for a special occasion.",2015-05-28 22:46:35
219,ynTjh_FdhbG5hY69HsEoaA,Cascade Restaurant,"Hyatt Regency Grand Cypress, 1 Grand Cypress Blvd",Orlando,Florida,32836,28.3819454,-81.510327,3.5,18,0,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}"", 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True'}","Hotels, American (Traditional), Restaurants, Event Planning & Services, Hotels & Travel","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",Orange,101619.0,KAlb1YdxrNJEI9tBxCV0gA,YyfoxEUgY9QJsqeu2ksttw,4.0,1.0,1.0,2.0,"This place has the NUMBER 1 CRAB CAKES outside of Maryland.  It is located inside the Cypress Gardens Hyatt, another gem within itself in Orlando.  Whenever we go to Orlando, it is mandatory that Crab Cakes are ordered from here.  I can not vouch for anything else at the Cascades, but the Bartender who was there was the best.  She made my wait enjoyable as I waited for my crab cakes.",2012-11-11 06:32:41
220,ynTjh_FdhbG5hY69HsEoaA,Cascade Restaurant,"Hyatt Regency Grand Cypress, 1 Grand Cypress Blvd",Orlando,Florida,32836,28.3819454,-81.510327,3.5,18,0,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}"", 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True'}","Hotels, American (Traditional), Restaurants, Event Planning & Services, Hotels & Travel","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",Orange,158909.0,tKdS12kWGXIvxa_DbZ7Yug,075rcvKMddtsye6OzrFIcg,2.0,0.0,0.0,0.0,"Pitiful and kind of gross. $56 for two. Lots of people that perhaps should stick to fruit. One very large man wearing no shoes walking around the buffet. Yuk!!

I have been to Ponderosas that were more appealing than this place. I get sick thinking of it. BAD BAD BAD.

Sorry cant write more or I will get sick.

This place is embarrassing to the Hyatt.


NOT RECOMMENDED: Go to Denny's or IHOP. Same food, similar crowds and noise, but a lot cheaper.",2011-08-30 18:06:27
221,ynTjh_FdhbG5hY69HsEoaA,Cascade Restaurant,"Hyatt Regency Grand Cypress, 1 Grand Cypress Blvd",Orlando,Florida,32836,28.3819454,-81.510327,3.5,18,0,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}"", 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True'}","Hotels, American (Traditional), Restaurants, Event Planning & Services, Hotels & Travel","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",Orange,163489.0,JCwYGLVVFQw_MjnFG_QIDg,EFEBm0GcgF7aflpMoSopkA,5.0,1.0,0.0,0.0,"I met my friend for lunch here yesterday. A great spot to meet friends for a really great lunch.

We started out with the calamari and steak flat bread. They were both awesome. The calamari were like fat stubby french fry size, perfectly cooked, not rubbery with a crunchy coating and a delicious marianara on the side. The flat bread was super crispy and it had great flavor! It had delicious marinated thinly sliced steak with some micro greens tossed in some kind of dressing and cheese too. 

Next we had the tomato soup. It was so good. Not completely pureed but it wasn't chunky either. It was topped with a goat cheese dollop and finely minced green onions. I don't normally like goat cheese but with the tomato soup it was perfect!

For the final course we split a field greens salad and added their crab cake to it! It was mixed greens with thin sliced rainbow carrots long ways, marinated tomatoes, cucumbers. If you haven't had their crab cakes its a must! Lots of jumbo lump crab with hardly any filler. They also have a Crab cake sandwich if you want  just crab and no salad. 

The service was good. It was nice to meet the restaurant manager Jon. He stopped by and chatted with us. I really enjoy that kind of service! It shows they care!",2014-08-02 21:25:26
222,ynTjh_FdhbG5hY69HsEoaA,Cascade Restaurant,"Hyatt Regency Grand Cypress, 1 Grand Cypress Blvd",Orlando,Florida,32836,28.3819454,-81.510327,3.5,18,0,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}"", 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True'}","Hotels, American (Traditional), Restaurants, Event Planning & Services, Hotels & Travel","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",Orange,182242.0,LVgeNyzYLtHD7R-GsfeUlA,LM7ebdJWVsmx6hGAo6qa5A,5.0,0.0,0.0,0.0,"Worth the stop especially if you are staying at the resort.

Atmosphere     90     New, modern well designed
Service             95     Could not be better
Food                90     It was all very good
Value               85     Slightly on the high side but worth it

A gem in the rough",2016-08-29 20:14:35
223,ynTjh_FdhbG5hY69HsEoaA,Cascade Restaurant,"Hyatt Regency Grand Cypress, 1 Grand Cypress Blvd",Orlando,Florida,32836,28.3819454,-81.510327,3.5,18,0,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}"", 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True'}","Hotels, American (Traditional), Restaurants, Event Planning & Services, Hotels & Travel","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",Orange,194626.0,bItzF9i7qvBzvDd9mgtQzw,4mjnkd8oJVCfBKN3i4rB-g,2.0,1.0,1.0,0.0,"Wanted a nice brunch for the last meal we would eat in Orlando, and we decided to hit up Cascade, which is inside the hotel and tucked into this huge, posh golf resort/equestrian center.

There was a brunch buffet, but we chose to order off the brunch menu.  Since I'm a sucker for corned beef hash AND poached eggs, my meal selection was a no brainer.  Those two items came with asparagus and potatoes.  

Too bad the corned beef hash was mediocre and pasty at best.  The eggs were the weirdest poached eggs I've ever had in my life: funky texture, acidic, and sour.  Tsk tsk.",2009-01-17 17:17:12
224,ynTjh_FdhbG5hY69HsEoaA,Cascade Restaurant,"Hyatt Regency Grand Cypress, 1 Grand Cypress Blvd",Orlando,Florida,32836,28.3819454,-81.510327,3.5,18,0,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}"", 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True'}","Hotels, American (Traditional), Restaurants, Event Planning & Services, Hotels & Travel","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",Orange,207862.0,mbjlcyha8gGYtHw2HTxpuA,G0Mu95b3NXx3EO7gw6B1Zw,4.0,1.0,0.0,0.0,"Went with a colleague for dinner...here is our tale...

We sat down and our server  was more than pleasant! Asking us where we were from and acting interested, it was nice. Throughout the night she was very attentive and gave us great recommendations.

We started with wine (of course!) and had the nachos. The good was that no matter what chip I got, it was LOADED with chili-cheesy goodness...the bad was that about mid way through the chili-cheesy goodness made the chip soggy. 

We then got the...
seaweed salad...great
volcano sushi roll.....freaking amazing
dumpling soup....salty
more wine...amazing
california roll....good

The manager came over to check on us and she was very nice as well. But our entire night 2.5 hours + here was just a great time and experience. And the atmosphere is also just really great!",2012-03-10 22:55:26
225,ynTjh_FdhbG5hY69HsEoaA,Cascade Restaurant,"Hyatt Regency Grand Cypress, 1 Grand Cypress Blvd",Orlando,Florida,32836,28.3819454,-81.510327,3.5,18,0,"{'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'True', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""'full_bar'"", 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': True}"", 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'Caters': 'True'}","Hotels, American (Traditional), Restaurants, Event Planning & Services, Hotels & Travel","{'Monday': '7:0-22:0', 'Tuesday': '7:0-22:0', 'Wednesday': '7:0-22:0', 'Thursday': '7:0-22:0', 'Friday': '7:0-22:0', 'Saturday': '7:0-22:0', 'Sunday': '7:0-22:0'}",Orange,269633.0,FIXDsyx-nnWatEq3IaZpjw,l1ExDt-skQ7ebpUGZZKgyQ,3.0,0.0,0.0,0.0,"Cascade on a Saturday morning can best be described as great food with an I-Drive Perkins atmosphere.

The buffet was crazy. I don't fight for food, especially not mellon wedges. Instead, I ordered off of the a la carte menu.

I had the petite filet breakfast steak. It was delicious, and the portion size was respectable. I ordered rare and got medium rare, but it is hard to find anybody in town that doesn't overcook a steak.

Juice and coffee were extremely overpriced.

There was also a pack of feral Brazilian tourist children throwing things around the dining area, including at other patrons. Their parents were louder and more obnoxious than the children, so it was pointless to say anything.

Once they left, you could actually hear the beautiful waterfall inside the restaurant. For the price and location, though, I should be able to get a relaxed (or at least semi-relaxed) dining experience. Instead, I ended up paying premium prices for a budget Disney hotel buffet screamfest environment. Quite a shame. The food was rather good.",2011-05-07 22:38:22
